name;rect
Escuela de Construcción Civil (Salas E y CC);POLYGON((-7860755.9 -3961746.62,-7860755.9 -3961693.41,-7860663.01 -3961693.41,-7860663.01 -3961746.62,-7860755.9 -3961746.62))
Piscina Tupahue;POLYGON((-7860754.88 -3949756.08,-7860754.88 -3949695.4,-7860653.03 -3949695.4,-7860653.03 -3949756.08,-7860754.88 -3949756.08))
Cancha de baloncesto;POLYGON((-7860753.26 -3956992.65,-7860753.26 -3956963.13,-7860735.61 -3956963.13,-7860735.61 -3956992.65,-7860753.26 -3956992.65))
EUROCHILE;POLYGON((-7860750.33 -3952620.94,-7860750.33 -3952603.84,-7860731.46 -3952603.84,-7860731.46 -3952620.94,-7860750.33 -3952620.94))
Cancha de tenis;POLYGON((-7860740.75 -3956863.72,-7860740.75 -3956834.23,-7860723.74 -3956834.23,-7860723.74 -3956863.72,-7860740.75 -3956863.72))
Canchas Ciudad Empresarial;POLYGON((-7860736.32 -3948057.43,-7860736.32 -3947929.6,-7860639.03 -3947929.6,-7860639.03 -3948057.43,-7860736.32 -3948057.43))
Facultad de Letras;POLYGON((-7860734.3 -3961440.26,-7860734.3 -3961408.85,-7860615.8 -3961408.85,-7860615.8 -3961440.26,-7860734.3 -3961440.26))
Cancha de baloncesto;POLYGON((-7860732.34 -3956992.76,-7860732.34 -3956963.32,-7860714.75 -3956963.32,-7860714.75 -3956992.76,-7860732.34 -3956992.76))
International Academy of Philosophy;POLYGON((-7860731.4 -3961471.73,-7860731.4 -3961438.7,-7860707.51 -3961438.7,-7860707.51 -3961471.73,-7860731.4 -3961471.73))
Nuevo Centro Providencia;POLYGON((-7860731.25 -3951996.37,-7860731.25 -3951944.35,-7860679.23 -3951944.35,-7860679.23 -3951996.37,-7860731.25 -3951996.37))
Biblioteca Humanidades;POLYGON((-7860728.47 -3961543.27,-7860728.47 -3961470.01,-7860632.76 -3961470.01,-7860632.76 -3961543.27,-7860728.47 -3961543.27))
Canchas Ciudad Empresarial;POLYGON((-7860725.87 -3947925.18,-7860725.87 -3947790.96,-7860618.22 -3947790.96,-7860618.22 -3947925.18,-7860725.87 -3947925.18))
Multicancha;POLYGON((-7860725.19 -3966443.73,-7860725.19 -3966419.03,-7860687.74 -3966419.03,-7860687.74 -3966443.73,-7860725.19 -3966443.73))
Parque Avenida Estadio;POLYGON((-7860724.22 -3963588.34,-7860724.22 -3963150.62,-7860672.75 -3963150.62,-7860672.75 -3963588.34,-7860724.22 -3963588.34))
33ª Comisaría Ñuñoa;POLYGON((-7860723.7 -3958128.78,-7860723.7 -3957954.1,-7860663.99 -3957954.1,-7860663.99 -3958128.78,-7860723.7 -3958128.78))
Departamento de Ingeniería Eléctrica / Departamento de Ingeniería de Transporte;POLYGON((-7860722.68 -3961899.22,-7860722.68 -3961829.09,-7860679.68 -3961829.09,-7860679.68 -3961899.22,-7860722.68 -3961899.22))
Departamento de Ingeniería Mecánica y Metalúrgica;POLYGON((-7860721.25 -3961932.15,-7860721.25 -3961905.25,-7860645.28 -3961905.25,-7860645.28 -3961932.15,-7860721.25 -3961932.15))
Cancha de tenis;POLYGON((-7860720.28 -3956865.64,-7860720.28 -3956836.05,-7860703.16 -3956836.05,-7860703.16 -3956865.64,-7860720.28 -3956865.64))
Parque Avenida Estadio;POLYGON((-7860718.86 -3963869,-7860718.86 -3963617.98,-7860671.08 -3963617.98,-7860671.08 -3963869,-7860718.86 -3963869))
Food Garden;POLYGON((-7860715.29 -3961817.69,-7860715.29 -3961788.54,-7860655.26 -3961788.54,-7860655.26 -3961817.69,-7860715.29 -3961817.69))
Cancha de baloncesto;POLYGON((-7860712.22 -3956993.1,-7860712.22 -3956963.57,-7860694.54 -3956963.57,-7860694.54 -3956993.1,-7860712.22 -3956993.1))
Edificio Consalud;POLYGON((-7860707.4 -3951896.87,-7860707.4 -3951849.44,-7860661.56 -3951849.44,-7860661.56 -3951896.87,-7860707.4 -3951896.87))
Cancha de tenis;POLYGON((-7860700.88 -3956867.43,-7860700.88 -3956837.84,-7860683.75 -3956837.84,-7860683.75 -3956867.43,-7860700.88 -3956867.43))
Cancha de baloncesto;POLYGON((-7860690.87 -3956993.4,-7860690.87 -3956963.72,-7860673.06 -3956963.72,-7860673.06 -3956993.4,-7860690.87 -3956993.4))
Museo Interactivo Mirador;POLYGON((-7860687.41 -3964450.09,-7860687.41 -3964322.05,-7860599.5 -3964322.05,-7860599.5 -3964450.09,-7860687.41 -3964450.09))
Escuela Especial San Nectario;POLYGON((-7860682.97 -3957915.87,-7860682.97 -3957837.95,-7860518.49 -3957837.95,-7860518.49 -3957915.87,-7860682.97 -3957915.87))
Cancha de tenis;POLYGON((-7860681.61 -3956869.22,-7860681.61 -3956839.64,-7860664.5 -3956839.64,-7860664.5 -3956869.22,-7860681.61 -3956869.22))
Plaza La Torre - Inez de Suarez;POLYGON((-7860679.62 -3953784.68,-7860679.62 -3953705.56,-7860517.73 -3953705.56,-7860517.73 -3953784.68,-7860679.62 -3953784.68))
Facultad de Economía y Empresas, Universidad Diego Portales;POLYGON((-7860673.78 -3947769.15,-7860673.78 -3947470.57,-7860491.05 -3947470.57,-7860491.05 -3947769.15,-7860673.78 -3947769.15))
Escuela de Construcción Civil;POLYGON((-7860671.22 -3961738.32,-7860671.22 -3961683.4,-7860641.92 -3961683.4,-7860641.92 -3961738.32,-7860671.22 -3961738.32))
Hall universitario;POLYGON((-7860668.79 -3961614.78,-7860668.79 -3961541.34,-7860604.6 -3961541.34,-7860604.6 -3961614.78,-7860668.79 -3961614.78))
Parque La Platina;POLYGON((-7860662.51 -3971144.31,-7860662.51 -3970401.54,-7860443.02 -3970401.54,-7860443.02 -3971144.31,-7860662.51 -3971144.31))
Rosen;POLYGON((-7860662.07 -3955602.52,-7860662.07 -3955545.08,-7860606.38 -3955545.08,-7860606.38 -3955602.52,-7860662.07 -3955602.52))
Cancha de fútbol;POLYGON((-7860661.95 -3957817.87,-7860661.95 -3957705.61,-7860570.66 -3957705.61,-7860570.66 -3957817.87,-7860661.95 -3957817.87))
Eduardo de la Barra II;POLYGON((-7860659.61 -3954583.11,-7860659.61 -3954557.12,-7860610.83 -3954557.12,-7860610.83 -3954583.11,-7860659.61 -3954583.11))
Edificio de Alumnos José Luis del Río Rondanelli;POLYGON((-7860657.27 -3961890.22,-7860657.27 -3961833.95,-7860616.8 -3961833.95,-7860616.8 -3961890.22,-7860657.27 -3961890.22))
Vitacura;POLYGON((-7860655.84 -3949749.54,-7860655.84 -3941953.19,-7849983.79 -3941953.19,-7849983.79 -3949749.54,-7860655.84 -3949749.54))
Cancha de fútbol;POLYGON((-7860652.29 -3957708.85,-7860652.29 -3957598.15,-7860559.1 -3957598.15,-7860559.1 -3957708.85,-7860652.29 -3957708.85))
Edificio Mirasol;POLYGON((-7860652.11 -3951713.55,-7860652.11 -3951674.74,-7860616.91 -3951674.74,-7860616.91 -3951713.55,-7860652.11 -3951713.55))
Plaza Ambrosio del Río;POLYGON((-7860649.71 -3953180.63,-7860649.71 -3953053.18,-7860551.32 -3953053.18,-7860551.32 -3953180.63,-7860649.71 -3953180.63))
Planta Revision Tecnica;POLYGON((-7860649.09 -3960074.52,-7860649.09 -3960013.5,-7860527.42 -3960013.5,-7860527.42 -3960074.52,-7860649.09 -3960074.52))
Cancha de fútbol;POLYGON((-7860648.52 -3957562.98,-7860648.52 -3957431.26,-7860550.31 -3957431.26,-7860550.31 -3957562.98,-7860648.52 -3957562.98))
Edificio Empresarial;POLYGON((-7860646.25 -3951972.1,-7860646.25 -3951948.65,-7860616.24 -3951948.65,-7860616.24 -3951972.1,-7860646.25 -3951972.1))
Salas B;POLYGON((-7860640.35 -3961938.92,-7860640.35 -3961893.54,-7860520.03 -3961893.54,-7860520.03 -3961938.92,-7860640.35 -3961938.92))
Facultad de Historia, Geografía y Ciencia Política;POLYGON((-7860639.11 -3961520.86,-7860639.11 -3961423.84,-7860606.85 -3961423.84,-7860606.85 -3961520.86,-7860639.11 -3961520.86))
Instituto Cultural de Providencia;POLYGON((-7860638.13 -3951927.8,-7860638.13 -3951869.58,-7860558.02 -3951869.58,-7860558.02 -3951927.8,-7860638.13 -3951927.8))
Edificio Raúl Deves;POLYGON((-7860636.48 -3961818.21,-7860636.48 -3961794.53,-7860542.21 -3961794.53,-7860542.21 -3961818.21,-7860636.48 -3961818.21))
Cancha de tenis;POLYGON((-7860633.87 -3957383.15,-7860633.87 -3957353.73,-7860617.41 -3957353.73,-7860617.41 -3957383.15,-7860633.87 -3957383.15))
 Estadio Nacional;POLYGON((-7860633.08 -3957236.94,-7860633.08 -3957143.73,-7860589.15 -3957143.73,-7860589.15 -3957236.94,-7860633.08 -3957236.94))
DICTUC - Metrología;POLYGON((-7860631.14 -3961971.43,-7860631.14 -3961950.73,-7860615.18 -3961950.73,-7860615.18 -3961971.43,-7860631.14 -3961971.43))
Metlife;POLYGON((-7860631.39 -3952244.92,-7860631.39 -3952215.05,-7860586.02 -3952215.05,-7860586.02 -3952244.92,-7860631.39 -3952244.92))
Escuela de Enfermería (Salas F);POLYGON((-7860630.12 -3961742.63,-7860630.12 -3961680.65,-7860592.29 -3961680.65,-7860592.29 -3961742.63,-7860630.12 -3961742.63))
Cancha de tenis;POLYGON((-7860626.19 -3956869.14,-7860626.19 -3956839.42,-7860610.37 -3956839.42,-7860610.37 -3956869.14,-7860626.19 -3956869.14))
Patio de Ingeniería;POLYGON((-7860622.8 -3961904.46,-7860622.8 -3961815.7,-7860559.75 -3961815.7,-7860559.75 -3961904.46,-7860622.8 -3961904.46))
Cancha de tenis;POLYGON((-7860622.34 -3956824.59,-7860622.34 -3956795.1,-7860606.73 -3956795.1,-7860606.73 -3956824.59,-7860622.34 -3956824.59))
Cancha de tenis;POLYGON((-7860614.85 -3957384.51,-7860614.85 -3957355.06,-7860598.36 -3957355.06,-7860598.36 -3957384.51,-7860614.85 -3957384.51))
Unimarc;POLYGON((-7860612.43 -3955609.17,-7860612.43 -3955537.21,-7860551.58 -3955537.21,-7860551.58 -3955609.17,-7860612.43 -3955609.17))
Plötz Iluminacion;POLYGON((-7860612.28 -3955608.85,-7860612.28 -3955582.22,-7860600.06 -3955582.22,-7860600.06 -3955608.85,-7860612.28 -3955608.85))
Azafrán;POLYGON((-7860612.42 -3952255.47,-7860612.42 -3952236.1,-7860585.03 -3952236.1,-7860585.03 -3952255.47,-7860612.42 -3952255.47))
Plaza Los Angeles;POLYGON((-7860608.58 -3966872.11,-7860608.58 -3966680.18,-7860573.9 -3966680.18,-7860573.9 -3966872.11,-7860608.58 -3966872.11))
Campus PUC San Joaquin;POLYGON((-7860607.47 -3962011.9,-7860607.47 -3961943.23,-7860454.4 -3961943.23,-7860454.4 -3962011.9,-7860607.47 -3962011.9))
Cancha de tenis;POLYGON((-7860603.88 -3956988.9,-7860603.88 -3956958.44,-7860587.19 -3956958.44,-7860587.19 -3956988.9,-7860603.88 -3956988.9))
Plaza Naciones Unidas;POLYGON((-7860597.51 -3963521.86,-7860597.51 -3963487.41,-7860534.33 -3963487.41,-7860534.33 -3963521.86,-7860597.51 -3963521.86))
Cancha de tenis;POLYGON((-7860593.49 -3957385.98,-7860593.49 -3957356.57,-7860577.03 -3957356.57,-7860577.03 -3957385.98,-7860593.49 -3957385.98))
Cancha de tenis;POLYGON((-7860592.6 -3956842.8,-7860592.6 -3956813.34,-7860576.67 -3956813.34,-7860576.67 -3956842.8,-7860592.6 -3956842.8))
Plaza Inés de Suárez;POLYGON((-7860591.91 -3953677.11,-7860591.91 -3953465.43,-7860411.46 -3953465.43,-7860411.46 -3953677.11,-7860591.91 -3953677.11))
Gimnasio Techado;POLYGON((-7860582.92 -3957343.89,-7860582.92 -3957277.57,-7860540.12 -3957277.57,-7860540.12 -3957343.89,-7860582.92 -3957343.89))
Cancha de tenis;POLYGON((-7860582.1 -3956990.41,-7860582.1 -3956959.92,-7860565.38 -3956959.92,-7860565.38 -3956990.41,-7860582.1 -3956990.41))
Cancha de tenis;POLYGON((-7860574.12 -3957387.08,-7860574.12 -3957357.87,-7860557.88 -3957357.87,-7860557.88 -3957387.08,-7860574.12 -3957387.08))
Cancha de fútbol;POLYGON((-7860573.66 -3957825.86,-7860573.66 -3957712.74,-7860482.66 -3957712.74,-7860482.66 -3957825.86,-7860573.66 -3957825.86))
Cancha de tenis;POLYGON((-7860572.28 -3956844.28,-7860572.28 -3956814.85,-7860556.37 -3956814.85,-7860556.37 -3956844.28,-7860572.28 -3956844.28))
Court Central Anita Lizana;POLYGON((-7860566.24 -3956944.01,-7860566.24 -3956860.77,-7860482.86 -3956860.77,-7860482.86 -3956944.01,-7860566.24 -3956944.01))
Universidad Autónoma de Chile;POLYGON((-7860566.21 -3952256.55,-7860566.21 -3952138.52,-7860392.61 -3952138.52,-7860392.61 -3952256.55,-7860566.21 -3952256.55))
Iberoamericana Radio Chile;POLYGON((-7860564.86 -3952863.38,-7860564.86 -3952824.56,-7860545.71 -3952824.56,-7860545.71 -3952863.38,-7860564.86 -3952863.38))
Cancha de fútbol;POLYGON((-7860563.19 -3957717.23,-7860563.19 -3957606.18,-7860473.06 -3957606.18,-7860473.06 -3957717.23,-7860563.19 -3957717.23))
Salas A;POLYGON((-7860562.59 -3961908.74,-7860562.59 -3961819.13,-7860523.78 -3961819.13,-7860523.78 -3961908.74,-7860562.59 -3961908.74))
Cancha de tenis;POLYGON((-7860560.45 -3956992.04,-7860560.45 -3956961.87,-7860544.04 -3956961.87,-7860544.04 -3956992.04,-7860560.45 -3956992.04))
Cancha de fútbol;POLYGON((-7860556.27 -3957571.35,-7860556.27 -3957440.81,-7860459.24 -3957440.81,-7860459.24 -3957571.35,-7860556.27 -3957571.35))
Escuela de Carabineros de Chile;POLYGON((-7860552.91 -3954581.87,-7860552.91 -3954086.41,-7860068.32 -3954086.41,-7860068.32 -3954581.87,-7860552.91 -3954581.87))
Cancha de tenis;POLYGON((-7860550.15 -3956845.43,-7860550.15 -3956816.07,-7860534.33 -3956816.07,-7860534.33 -3956845.43,-7860550.15 -3956845.43))
Cancha de tenis;POLYGON((-7860537.47 -3956993.99,-7860537.47 -3956963.49,-7860520.74 -3956963.49,-7860520.74 -3956993.99,-7860537.47 -3956993.99))
Saint Amelie;POLYGON((-7860537.08 -3952330.83,-7860537.08 -3952315.86,-7860514.13 -3952315.86,-7860514.13 -3952330.83,-7860537.08 -3952330.83))
Estadio Nacional;POLYGON((-7860534.78 -3957411.52,-7860534.78 -3957276.64,-7860434.69 -3957276.64,-7860434.69 -3957411.52,-7860534.78 -3957411.52))
ICPSI;POLYGON((-7860530.65 -3952353.74,-7860530.65 -3952333.02,-7860500.17 -3952333.02,-7860500.17 -3952353.74,-7860530.65 -3952353.74))
Instituto Cultural de Providencia;POLYGON((-7860527.9 -3951888.09,-7860527.9 -3951827.04,-7860470.28 -3951827.04,-7860470.28 -3951888.09,-7860527.9 -3951888.09))
Cancha de tenis;POLYGON((-7860526.95 -3956847.42,-7860526.95 -3956817.82,-7860510.88 -3956817.82,-7860510.88 -3956847.42,-7860526.95 -3956847.42))
Campus PUC San Joaquin;POLYGON((-7860525.66 -3961422.18,-7860525.66 -3961315.42,-7860356.2 -3961315.42,-7860356.2 -3961422.18,-7860525.66 -3961422.18))
Court Central Anita Lizana;POLYGON((-7860525.88 -3956913.39,-7860525.88 -3956884.95,-7860511.03 -3956884.95,-7860511.03 -3956913.39,-7860525.88 -3956913.39))
Plötz Iluminacion;POLYGON((-7860524.51 -3955657.38,-7860524.51 -3955651.42,-7860520.04 -3955651.42,-7860520.04 -3955657.38,-7860524.51 -3955657.38))
Construcción Edificio CyT;POLYGON((-7860524.06 -3961927.01,-7860524.06 -3961852.96,-7860451.21 -3961852.96,-7860451.21 -3961927.01,-7860524.06 -3961927.01))
Parque Inés de Suárez;POLYGON((-7860523.75 -3954111.05,-7860523.75 -3953677.78,-7860304.64 -3953677.78,-7860304.64 -3954111.05,-7860523.75 -3954111.05))
Centro de Desarrollo Docente UC (Salas J);POLYGON((-7860522.71 -3961767.3,-7860522.71 -3961725.18,-7860498.06 -3961725.18,-7860498.06 -3961767.3,-7860522.71 -3961767.3))
Plötz Iluminacion;POLYGON((-7860519.44 -3955658.29,-7860519.44 -3955652.38,-7860515.24 -3955652.38,-7860515.24 -3955658.29,-7860519.44 -3955658.29))
Liceo Jose Toribio Medina;POLYGON((-7860518.66 -3955763.2,-7860518.66 -3955663.62,-7860414.39 -3955663.62,-7860414.39 -3955763.2,-7860518.66 -3955763.2))
Facultad de Economía y Administración;POLYGON((-7860513.45 -3961486.23,-7860513.45 -3961433.25,-7860363.94 -3961433.25,-7860363.94 -3961486.23,-7860513.45 -3961486.23))
Cancha de tenis;POLYGON((-7860511.97 -3956995.81,-7860511.97 -3956965.55,-7860495.47 -3956965.55,-7860495.47 -3956995.81,-7860511.97 -3956995.81))
Cancha de tenis;POLYGON((-7860500.57 -3956848.99,-7860500.57 -3956819.68,-7860484.77 -3956819.68,-7860484.77 -3956848.99,-7860500.57 -3956848.99))
Multicancha;POLYGON((-7860496.81 -3966228.15,-7860496.81 -3966193.69,-7860473 -3966193.69,-7860473 -3966228.15,-7860496.81 -3966228.15))
Patinódromo Estadio Nacional;POLYGON((-7860489.57 -3957399.33,-7860489.57 -3957290.34,-7860443.6 -3957290.34,-7860443.6 -3957399.33,-7860489.57 -3957399.33))
Parque Inés de Suárez;POLYGON((-7860482.23 -3953944.57,-7860482.23 -3953909.81,-7860454.63 -3953909.81,-7860454.63 -3953944.57,-7860482.23 -3953944.57))
Multicancha;POLYGON((-7860477.13 -3966424.25,-7860477.13 -3966396.48,-7860438.9 -3966396.48,-7860438.9 -3966424.25,-7860477.13 -3966424.25))
Parque Inés de Suárez;POLYGON((-7860474 -3953977.62,-7860474 -3953941.99,-7860446.35 -3953941.99,-7860446.35 -3953977.62,-7860474 -3953977.62))
Coliseo Central Estadio Nacional;POLYGON((-7860461.85 -3957287.79,-7860461.85 -3956949.68,-7860217.37 -3956949.68,-7860217.37 -3957287.79,-7860461.85 -3957287.79))
Templo San Joaquín;POLYGON((-7860461.38 -3961627.2,-7860461.38 -3961571.96,-7860400 -3961571.96,-7860400 -3961627.2,-7860461.38 -3961627.2))
Parque Avenida Santa María;POLYGON((-7860459.86 -3951119.38,-7860459.86 -3950842.04,-7860200.35 -3950842.04,-7860200.35 -3951119.38,-7860459.86 -3951119.38))
Hotel Neruda;POLYGON((-7860455.6 -3951850.99,-7860455.6 -3951804.66,-7860368.77 -3951804.66,-7860368.77 -3951850.99,-7860455.6 -3951850.99))
Escuela de Carabineros de Chile;POLYGON((-7860452.7 -3954562.51,-7860452.7 -3954361.49,-7860303.92 -3954361.49,-7860303.92 -3954562.51,-7860452.7 -3954562.51))
Cancha de Tiro con Arco;POLYGON((-7860452.17 -3957571.94,-7860452.17 -3957435.08,-7860346.25 -3957435.08,-7860346.25 -3957571.94,-7860452.17 -3957571.94))
Fisica;POLYGON((-7860448.34 -3961818.24,-7860448.34 -3961759.08,-7860327.31 -3961759.08,-7860327.31 -3961818.24,-7860448.34 -3961818.24))
Instituto de Astrofísica;POLYGON((-7860439.54 -3961866.37,-7860439.54 -3961826.2,-7860373.51 -3961826.2,-7860373.51 -3961866.37,-7860439.54 -3961866.37))
Campus PUC San Joaquin;POLYGON((-7860434.75 -3962038.35,-7860434.75 -3961960.4,-7860221.15 -3961960.4,-7860221.15 -3962038.35,-7860434.75 -3962038.35))
College;POLYGON((-7860423.29 -3961953.55,-7860423.29 -3961898.02,-7860326.55 -3961898.02,-7860326.55 -3961953.55,-7860423.29 -3961953.55))
Instituto de Humanidades Luis Campino;POLYGON((-7860410.93 -3952006.76,-7860410.93 -3951959.36,-7860359.67 -3951959.36,-7860359.67 -3952006.76,-7860410.93 -3952006.76))
Plaza Doctor Sótero del Río;POLYGON((-7860408.6 -3967046.24,-7860408.6 -3966861.17,-7860293.93 -3966861.17,-7860293.93 -3967046.24,-7860408.6 -3967046.24))
Pastoral UC;POLYGON((-7860404.86 -3961603.18,-7860404.86 -3961535.24,-7860367.25 -3961535.24,-7860367.25 -3961603.18,-7860404.86 -3961603.18))
Farmacias SalcoBrand;POLYGON((-7860404.78 -3954746.75,-7860404.78 -3954700.91,-7860353.14 -3954700.91,-7860353.14 -3954746.75,-7860404.78 -3954746.75))
Mi Barrio Mi Familia III;POLYGON((-7860403.1 -3979422.27,-7860403.1 -3979309.75,-7860219.36 -3979309.75,-7860219.36 -3979422.27,-7860403.1 -3979422.27))
Santiago Paperchase Club;POLYGON((-7860396.35 -3947160.26,-7860396.35 -3946525.72,-7859539.67 -3946525.72,-7859539.67 -3947160.26,-7860396.35 -3947160.26))
Deutsche Schule Sankt Thomas Morus;POLYGON((-7860391.77 -3952041.07,-7860391.77 -3951998.56,-7860323.46 -3951998.56,-7860323.46 -3952041.07,-7860391.77 -3952041.07))
Coliseo Central Estadio Nacional;POLYGON((-7860385.75 -3957184.1,-7860385.75 -3957049.32,-7860287.92 -3957049.32,-7860287.92 -3957184.1,-7860385.75 -3957184.1))
Facultad de Matemáticas;POLYGON((-7860375.07 -3961849.44,-7860375.07 -3961821.8,-7860329.01 -3961821.8,-7860329.01 -3961849.44,-7860375.07 -3961849.44))
Facultad de Teología;POLYGON((-7860373.73 -3961596.74,-7860373.73 -3961531.35,-7860328.35 -3961531.35,-7860328.35 -3961596.74,-7860373.73 -3961596.74))
Biblioteca Teología;POLYGON((-7860370.63 -3961610.9,-7860370.63 -3961556.55,-7860349.2 -3961556.55,-7860349.2 -3961610.9,-7860370.63 -3961610.9))
Nestlé Chile (Fábrica Macul);POLYGON((-7860367.61 -3961135.06,-7860367.61 -3961103.05,-7860313.63 -3961103.05,-7860313.63 -3961135.06,-7860367.61 -3961135.06))
Nestlé Chile (Fábrica Macul);POLYGON((-7860365.22 -3961197.25,-7860365.22 -3961136.16,-7860286.98 -3961136.16,-7860286.98 -3961197.25,-7860365.22 -3961197.25))
Campus PUC San Joaquin;POLYGON((-7860363.03 -3961443.57,-7860363.03 -3961285.92,-7860115.45 -3961285.92,-7860115.45 -3961443.57,-7860363.03 -3961443.57))
Diamante de beísbol;POLYGON((-7860361.05 -3957871.87,-7860361.05 -3957768.6,-7860235.94 -3957768.6,-7860235.94 -3957871.87,-7860361.05 -3957871.87))
Universidad Autónoma;POLYGON((-7860359.49 -3952454.42,-7860359.49 -3952371.15,-7860311.88 -3952371.15,-7860311.88 -3952454.42,-7860359.49 -3952454.42))
Universidad UCINF;POLYGON((-7860352.63 -3952186.41,-7860352.63 -3952150.61,-7860279.24 -3952150.61,-7860279.24 -3952186.41,-7860352.63 -3952186.41))
 Jardín Infantil Rikki Tikki Tavi;POLYGON((-7860352.44 -3959431.19,-7860352.44 -3959410.65,-7860339.24 -3959410.65,-7860339.24 -3959431.19,-7860352.44 -3959431.19))
Big John;POLYGON((-7860347.15 -3951698.05,-7860347.15 -3951676.86,-7860324.74 -3951676.86,-7860324.74 -3951698.05,-7860347.15 -3951698.05))
Plaza Bahia Catalina;POLYGON((-7860341.44 -3970130.84,-7860341.44 -3970007.23,-7860276.74 -3970007.23,-7860276.74 -3970130.84,-7860341.44 -3970130.84))
Campo Deportivo Recrear;POLYGON((-7860341.05 -3959957.91,-7860341.05 -3959871.62,-7859958.5 -3959871.62,-7859958.5 -3959957.91,-7860341.05 -3959957.91))
Escuela de Carabineros de Chile;POLYGON((-7860340.88 -3954356.67,-7860340.88 -3954128.81,-7860125.98 -3954128.81,-7860125.98 -3954356.67,-7860340.88 -3954356.67))
Cancha de fútbol;POLYGON((-7860339.23 -3957590.2,-7860339.23 -3957457.67,-7860250.47 -3957457.67,-7860250.47 -3957590.2,-7860339.23 -3957590.2))
Diamante de beísbol;POLYGON((-7860335.97 -3957712.13,-7860335.97 -3957631.52,-7860246.09 -3957631.52,-7860246.09 -3957712.13,-7860335.97 -3957712.13))
Facultad de Matemáticas;POLYGON((-7860331.56 -3961837.86,-7860331.56 -3961815.64,-7860266.98 -3961815.64,-7860266.98 -3961837.86,-7860331.56 -3961837.86))
Mas Soccer;POLYGON((-7860331.47 -3958921.73,-7860331.47 -3958812.9,-7860274.96 -3958812.9,-7860274.96 -3958921.73,-7860331.47 -3958921.73))
Edificio Andino;POLYGON((-7860331.39 -3951754.62,-7860331.39 -3951712.79,-7860301.03 -3951712.79,-7860301.03 -3951754.62,-7860331.39 -3951754.62))
